Fecha,Consumo_kWh,Fecha,TPD,EDP,VE
2018-02-01 00:00:00,0.863,2018-02-01 00:00:00,127.1,76.88,73.15
2018-02-01 01:00:00,1.367,2018-02-01 01:00:00,124.34,74.24,70.48
2018-02-01 02:00:00,0.373,2018-02-01 02:00:00,119.4,69.46,65.85
2018-02-01 03:00:00,0.368,2018-02-01 03:00:00,114.81,65.09,61.56
2018-02-01 04:00:00,0.251,2018-02-01 04:00:00,113.41,63.87,60.48
2018-02-01 05:00:00,0.24100000000000002,2018-02-01 05:00:00,120.85,71.23,67.77
2018-02-01 06:00:00,0.9309999999999999,2018-02-01 06:00:00,126.63,76.97,81.47
2018-02-01 07:00:00,0.691,2018-02-01 07:00:00,125.65,76.66,80.63
2018-02-01 08:00:00,1.472,2018-02-01 08:00:00,124.38,75.72,79.41
2018-02-01 09:00:00,1.335,2018-02-01 09:00:00,123.76,75.2,78.74
2018-02-01 10:00:00,0.237,2018-02-01 10:00:00,122.7,74.16,77.73
2018-02-01 11:00:00,0.292,2018-02-01 11:00:00,120.29,138.98,75.27
2018-02-01 12:00:00,0.9790000000000001,2018-02-01 12:00:00,118.08,136.81,136.81
2018-02-01 13:00:00,1.3769999999999998,2018-02-01 13:00:00,109.59,128.3,128.3
2018-02-01 14:00:00,1.135,2018-02-01 14:00:00,107.95,126.59,126.59
2018-02-01 15:00:00,1.135,2018-02-01 15:00:00,107.5,126.2,126.2
2018-02-01 16:00:00,1.86,2018-02-01 16:00:00,109.04,127.7,127.7
2018-02-01 17:00:00,0.9590000000000001,2018-02-01 17:00:00,117.31,136.04,136.04
2018-02-01 18:00:00,0.767,2018-02-01 18:00:00,122.81,141.65,141.65
2018-02-01 19:00:00,0.433,2018-02-01 19:00:00,124.91,143.76,143.76
2018-02-01 20:00:00,1.047,2018-02-01 20:00:00,125.82,144.73,144.73
2018-02-01 21:00:00,0.986,2018-02-01 21:00:00,122.84,73.2,141.78
2018-02-01 22:00:00,2.315,2018-02-01 22:00:00,119.56,70.06,74.39
2018-02-01 23:00:00,2.189,2018-02-01 23:00:00,112.35,62.91,67.13
2018-02-02 00:00:00,0.7509999999999999,2018-02-02 00:00:00,109.18,59.78,56.51
2018-02-02 01:00:00,0.239,2018-02-02 01:00:00,107.26,57.89,54.64
2018-02-02 02:00:00,0.23600000000000002,2018-02-02 02:00:00,105.83,56.47,53.27
2018-02-02 03:00:00,0.273,2018-02-02 03:00:00,105.57,56.23,53.03
2018-02-02 04:00:00,0.28600000000000003,2018-02-02 04:00:00,106.48,57.2,54.01
2018-02-02 05:00:00,0.418,2018-02-02 05:00:00,109.31,60.12,56.92
2018-02-02 06:00:00,0.987,2018-02-02 06:00:00,121.02,71.58,75.88
2018-02-02 07:00:00,0.353,2018-02-02 07:00:00,122.89,73.99,77.85
2018-02-02 08:00:00,1.114,2018-02-02 08:00:00,122.31,73.65,77.32
2018-02-02 09:00:00,1.579,2018-02-02 09:00:00,121.33,72.84,76.36
2018-02-02 10:00:00,0.551,2018-02-02 10:00:00,117.44,69.06,72.45
2018-02-02 11:00:00,1.0659999999999998,2018-02-02 11:00:00,117.19,135.92,72.21
2018-02-02 12:00:00,1.047,2018-02-02 12:00:00,114.9,133.55,133.55
2018-02-02 13:00:00,2.485,2018-02-02 13:00:00,107.81,126.45,126.45
2018-02-02 14:00:00,2.85,2018-02-02 14:00:00,106.87,125.56,125.56
2018-02-02 15:00:00,0.852,2018-02-02 15:00:00,107.9,126.54,126.54
2018-02-02 16:00:00,1.739,2018-02-02 16:00:00,114.96,133.66,133.66
2018-02-02 17:00:00,0.816,2018-02-02 17:00:00,122.03,140.78,140.78
2018-02-02 18:00:00,0.693,2018-02-02 18:00:00,125.28,144.06,144.06
2018-02-02 19:00:00,0.379,2018-02-02 19:00:00,126.52,145.37,145.37
2018-02-02 20:00:00,0.603,2018-02-02 20:00:00,126.94,145.86,145.86
2018-02-02 21:00:00,0.93,2018-02-02 21:00:00,127.6,77.69,146.58
2018-02-02 22:00:00,1.964,2018-02-02 22:00:00,127.3,77.47,82.22
2018-02-02 23:00:00,1.8090000000000002,2018-02-02 23:00:00,128.27,77.99,83.1
2018-02-03 00:00:00,1.127,2018-02-03 00:00:00,123.64,73.51,69.71
2018-02-03 01:00:00,0.5329999999999999,2018-02-03 01:00:00,113.16,63.4,59.93
2018-02-03 02:00:00,0.268,2018-02-03 02:00:00,111.7,61.91,58.5
2018-02-03 03:00:00,0.28800000000000003,2018-02-03 03:00:00,111.45,61.67,58.22
2018-02-03 04:00:00,0.231,2018-02-03 04:00:00,111.55,61.81,58.4
2018-02-03 05:00:00,0.23199999999999998,2018-02-03 05:00:00,111.44,61.82,58.4
2018-02-03 06:00:00,0.409,2018-02-03 06:00:00,112.94,63.3,67.72
2018-02-03 07:00:00,0.289,2018-02-03 07:00:00,111.57,62.34,66.39
2018-02-03 08:00:00,0.23800000000000002,2018-02-03 08:00:00,116.78,67.46,71.62
2018-02-03 09:00:00,0.317,2018-02-03 09:00:00,121.4,72.14,76.31
2018-02-03 10:00:00,2.782,2018-02-03 10:00:00,116.55,67.48,71.39
2018-02-03 11:00:00,2.457,2018-02-03 11:00:00,111.18,129.9,66.02
2018-02-03 12:00:00,2.0,2018-02-03 12:00:00,111.31,130.04,130.04
2018-02-03 13:00:00,0.7879999999999999,2018-02-03 13:00:00,108.79,127.54,127.54
2018-02-03 14:00:00,2.028,2018-02-03 14:00:00,108.76,127.57,127.57
2018-02-03 15:00:00,0.6559999999999999,2018-02-03 15:00:00,108.34,127.14,127.14
2018-02-03 16:00:00,1.913,2018-02-03 16:00:00,112.84,131.68,131.68
2018-02-03 17:00:00,0.9670000000000001,2018-02-03 17:00:00,117.18,136.07,136.07
2018-02-03 18:00:00,0.593,2018-02-03 18:00:00,125.53,144.44,144.44
2018-02-03 19:00:00,0.446,2018-02-03 19:00:00,126.48,145.46,145.46
2018-02-03 20:00:00,0.63,2018-02-03 20:00:00,126.72,145.69,145.69
2018-02-03 21:00:00,0.358,2018-02-03 21:00:00,124.48,74.5,143.56
2018-02-03 22:00:00,0.624,2018-02-03 22:00:00,120.15,70.3,74.95
2018-02-03 23:00:00,1.466,2018-02-03 23:00:00,119.69,69.68,74.44
2018-02-04 00:00:00,1.4240000000000002,2018-02-04 00:00:00,113.75,63.9,60.38
2018-02-04 01:00:00,0.7070000000000001,2018-02-04 01:00:00,112.91,62.99,59.46
2018-02-04 02:00:00,0.231,2018-02-04 02:00:00,111.99,62.12,58.57
2018-02-04 03:00:00,0.23199999999999998,2018-02-04 03:00:00,112.07,62.2,58.64
2018-02-04 04:00:00,0.446,2018-02-04 04:00:00,112.92,63.01,59.52
2018-02-04 05:00:00,0.196,2018-02-04 05:00:00,112.61,62.77,59.28
2018-02-04 06:00:00,0.10099999999999999,2018-02-04 06:00:00,112.83,63.03,67.56
2018-02-04 07:00:00,0.10300000000000001,2018-02-04 07:00:00,112.16,62.62,66.91
2018-02-04 08:00:00,0.317,2018-02-04 08:00:00,120.04,70.2,74.8
2018-02-04 09:00:00,0.754,2018-02-04 09:00:00,126.04,76.13,80.87
2018-02-04 10:00:00,2.117,2018-02-04 10:00:00,126.04,76.13,80.88
2018-02-04 11:00:00,2.5669999999999997,2018-02-04 11:00:00,124.49,143.45,79.34
2018-02-04 12:00:00,2.6460000000000004,2018-02-04 12:00:00,125.91,144.88,144.88
2018-02-04 13:00:00,4.698,2018-02-04 13:00:00,125.85,144.82,144.82
2018-02-04 14:00:00,6.367999999999999,2018-02-04 14:00:00,122.15,141.14,141.14
2018-02-04 15:00:00,3.057,2018-02-04 15:00:00,119.66,138.63,138.63
2018-02-04 16:00:00,3.6910000000000003,2018-02-04 16:00:00,121.31,140.3,140.3
2018-02-04 17:00:00,2.3369999999999997,2018-02-04 17:00:00,125.79,144.76,144.76
2018-02-04 18:00:00,1.232,2018-02-04 18:00:00,127.63,146.62,146.62
2018-02-04 19:00:00,0.6829999999999999,2018-02-04 19:00:00,130.17,149.19,149.19
2018-02-04 20:00:00,2.862,2018-02-04 20:00:00,130.46,149.47,149.47
2018-02-04 21:00:00,1.128,2018-02-04 21:00:00,129.32,79.2,148.39
2018-02-04 22:00:00,0.718,2018-02-04 22:00:00,127.23,77.19,82.04
2018-02-04 23:00:00,1.672,2018-02-04 23:00:00,128.68,78.25,83.48
2018-02-05 00:00:00,2.519,2018-02-05 00:00:00,119.01,68.92,65.23
2018-02-05 01:00:00,1.85,2018-02-05 01:00:00,113.22,63.34,59.79
2018-02-05 02:00:00,0.304,2018-02-05 02:00:00,112.76,62.86,59.32
2018-02-05 03:00:00,0.239,2018-02-05 03:00:00,112.68,62.78,59.25
2018-02-05 04:00:00,0.24,2018-02-05 04:00:00,112.11,62.4,58.97
2018-02-05 05:00:00,0.16899999999999998,2018-02-05 05:00:00,116.92,67.34,63.94
2018-02-05 06:00:00,1.686,2018-02-05 06:00:00,126.87,77.27,81.78
2018-02-05 07:00:00,0.868,2018-02-05 07:00:00,125.81,76.81,80.72
2018-02-05 08:00:00,0.39899999999999997,2018-02-05 08:00:00,126.87,78.06,81.9
2018-02-05 09:00:00,0.607,2018-02-05 09:00:00,125.74,77.04,80.72
2018-02-05 10:00:00,0.22899999999999998,2018-02-05 10:00:00,124.18,75.6,79.17
2018-02-05 11:00:00,0.261,2018-02-05 11:00:00,122.38,141.08,77.38
2018-02-05 12:00:00,0.27399999999999997,2018-02-05 12:00:00,122.66,141.42,141.42
2018-02-05 13:00:00,0.32,2018-02-05 13:00:00,121.19,139.95,139.95
2018-02-05 14:00:00,0.884,2018-02-05 14:00:00,116.94,135.66,135.66
2018-02-05 15:00:00,1.0,2018-02-05 15:00:00,116.41,135.13,135.13
2018-02-05 16:00:00,1.546,2018-02-05 16:00:00,120.11,138.79,138.79
2018-02-05 17:00:00,1.358,2018-02-05 17:00:00,122.53,141.23,141.23
2018-02-05 18:00:00,0.524,2018-02-05 18:00:00,125.08,143.8,143.8
2018-02-05 19:00:00,0.693,2018-02-05 19:00:00,127.42,146.29,146.29
2018-02-05 20:00:00,0.693,2018-02-05 20:00:00,127.55,146.48,146.48
2018-02-05 21:00:00,0.934,2018-02-05 21:00:00,126.5,76.78,145.41
2018-02-05 22:00:00,1.882,2018-02-05 22:00:00,116.08,66.78,70.91
2018-02-05 23:00:00,1.5390000000000001,2018-02-05 23:00:00,114.17,64.65,68.94
2018-02-06 00:00:00,0.8370000000000001,2018-02-06 00:00:00,113.43,63.78,60.39
2018-02-06 01:00:00,0.662,2018-02-06 01:00:00,111.27,61.71,58.29
2018-02-06 02:00:00,0.585,2018-02-06 02:00:00,109.44,59.92,56.56
2018-02-06 03:00:00,0.5529999999999999,2018-02-06 03:00:00,109.29,59.77,56.42
2018-02-06 04:00:00,0.546,2018-02-06 04:00:00,109.92,60.48,57.15
2018-02-06 05:00:00,0.5670000000000001,2018-02-06 05:00:00,112.03,62.72,59.45
2018-02-06 06:00:00,0.679,2018-02-06 06:00:00,124.31,74.81,79.22
2018-02-06 07:00:00,0.9520000000000001,2018-02-06 07:00:00,128.37,79.44,83.38
2018-02-06 08:00:00,1.1520000000000001,2018-02-06 08:00:00,126.61,77.89,81.6
2018-02-06 09:00:00,1.258,2018-02-06 09:00:00,123.75,75.26,78.76
2018-02-06 10:00:00,1.3530000000000002,2018-02-06 10:00:00,122.16,73.78,77.16
2018-02-06 11:00:00,1.36,2018-02-06 11:00:00,117.98,136.59,72.92
2018-02-06 12:00:00,1.3730000000000002,2018-02-06 12:00:00,117.25,135.91,135.91
2018-02-06 13:00:00,1.396,2018-02-06 13:00:00,116.53,135.19,135.19
2018-02-06 14:00:00,1.3330000000000002,2018-02-06 14:00:00,115.56,134.27,134.27
2018-02-06 15:00:00,1.266,2018-02-06 15:00:00,117.69,136.41,136.41
2018-02-06 16:00:00,1.261,2018-02-06 16:00:00,124.79,143.5,143.5
2018-02-06 17:00:00,1.319,2018-02-06 17:00:00,126.97,145.7,145.7
2018-02-06 18:00:00,1.4280000000000002,2018-02-06 18:00:00,127.77,146.57,146.57
2018-02-06 19:00:00,1.598,2018-02-06 19:00:00,128.36,147.16,147.16
2018-02-06 20:00:00,1.67,2018-02-06 20:00:00,129.14,148.08,148.08
2018-02-06 21:00:00,1.621,2018-02-06 21:00:00,127.45,77.76,146.44
2018-02-06 22:00:00,1.406,2018-02-06 22:00:00,116.99,67.66,71.83
2018-02-06 23:00:00,1.121,2018-02-06 23:00:00,116.72,67.03,71.45
2018-02-07 00:00:00,0.382,2018-02-07 00:00:00,112.76,63.14,59.78
2018-02-07 01:00:00,0.281,2018-02-07 01:00:00,110.57,60.99,57.64
2018-02-07 02:00:00,0.276,2018-02-07 02:00:00,109.83,60.29,56.97
2018-02-07 03:00:00,0.27399999999999997,2018-02-07 03:00:00,109.03,59.53,56.23
2018-02-07 04:00:00,0.327,2018-02-07 04:00:00,109.68,60.25,56.92
2018-02-07 05:00:00,0.451,2018-02-07 05:00:00,113.98,64.65,61.37
2018-02-07 06:00:00,1.8769999999999998,2018-02-07 06:00:00,127.1,77.49,82.0
2018-02-07 07:00:00,1.974,2018-02-07 07:00:00,128.32,79.24,83.31
2018-02-07 08:00:00,0.25,2018-02-07 08:00:00,128.49,79.71,83.54
2018-02-07 09:00:00,0.278,2018-02-07 09:00:00,126.54,77.97,81.55
2018-02-07 10:00:00,0.233,2018-02-07 10:00:00,125.01,76.48,80.02
2018-02-07 11:00:00,0.22699999999999998,2018-02-07 11:00:00,122.84,141.54,77.86
2018-02-07 12:00:00,0.887,2018-02-07 12:00:00,121.27,139.96,139.96
2018-02-07 13:00:00,1.756,2018-02-07 13:00:00,117.08,135.8,135.8
2018-02-07 14:00:00,0.767,2018-02-07 14:00:00,116.52,135.24,135.24
2018-02-07 15:00:00,0.9570000000000001,2018-02-07 15:00:00,119.0,137.67,137.67
2018-02-07 16:00:00,1.9180000000000001,2018-02-07 16:00:00,123.79,142.57,142.57
2018-02-07 17:00:00,1.043,2018-02-07 17:00:00,130.04,148.79,148.79
2018-02-07 18:00:00,0.815,2018-02-07 18:00:00,131.5,150.33,150.33
2018-02-07 19:00:00,1.012,2018-02-07 19:00:00,133.27,152.19,152.19
2018-02-07 20:00:00,0.925,2018-02-07 20:00:00,133.87,152.86,152.86
2018-02-07 21:00:00,1.851,2018-02-07 21:00:00,132.59,82.61,151.63
2018-02-07 22:00:00,2.1830000000000003,2018-02-07 22:00:00,129.76,79.97,84.66
2018-02-07 23:00:00,1.798,2018-02-07 23:00:00,131.58,81.35,86.47
2018-02-08 00:00:00,0.835,2018-02-08 00:00:00,125.61,75.45,71.77
2018-02-08 01:00:00,0.66,2018-02-08 01:00:00,119.32,69.45,65.83
2018-02-08 02:00:00,0.584,2018-02-08 02:00:00,118.64,68.74,65.15
2018-02-08 03:00:00,0.551,2018-02-08 03:00:00,118.55,68.65,65.01
2018-02-08 04:00:00,0.544,2018-02-08 04:00:00,118.22,68.46,64.93
2018-02-08 05:00:00,0.565,2018-02-08 05:00:00,123.88,74.13,70.58
2018-02-08 06:00:00,0.677,2018-02-08 06:00:00,129.83,80.04,84.68
2018-02-08 07:00:00,0.9490000000000001,2018-02-08 07:00:00,134.01,84.74,89.03
2018-02-08 08:00:00,1.148,2018-02-08 08:00:00,132.56,83.64,87.63
2018-02-08 09:00:00,1.254,2018-02-08 09:00:00,131.91,83.1,86.92
2018-02-08 10:00:00,1.349,2018-02-08 10:00:00,129.58,80.84,84.65
2018-02-08 11:00:00,1.355,2018-02-08 11:00:00,128.4,147.14,83.41
2018-02-08 12:00:00,1.368,2018-02-08 12:00:00,128.53,147.34,147.34
2018-02-08 13:00:00,1.391,2018-02-08 13:00:00,126.68,145.55,145.55
2018-02-08 14:00:00,1.329,2018-02-08 14:00:00,126.58,145.37,145.37
2018-02-08 15:00:00,1.262,2018-02-08 15:00:00,127.36,146.23,146.23
2018-02-08 16:00:00,1.2570000000000001,2018-02-08 16:00:00,128.84,147.65,147.65
2018-02-08 17:00:00,1.315,2018-02-08 17:00:00,139.93,158.83,158.83
2018-02-08 18:00:00,1.423,2018-02-08 18:00:00,139.99,158.97,158.97
2018-02-08 19:00:00,1.5930000000000002,2018-02-08 19:00:00,140.85,159.83,159.83
2018-02-08 20:00:00,1.665,2018-02-08 20:00:00,138.58,157.61,157.61
2018-02-08 21:00:00,1.6159999999999999,2018-02-08 21:00:00,139.05,88.73,158.15
2018-02-08 22:00:00,1.401,2018-02-08 22:00:00,137.23,86.99,92.14
2018-02-08 23:00:00,1.117,2018-02-08 23:00:00,131.84,81.54,86.73
2018-02-09 00:00:00,2.031,2018-02-09 00:00:00,129.81,79.46,75.59
2018-02-09 01:00:00,0.785,2018-02-09 01:00:00,122.36,72.29,68.59
2018-02-09 02:00:00,0.36200000000000004,2018-02-09 02:00:00,119.08,69.1,65.5
2018-02-09 03:00:00,0.41600000000000004,2018-02-09 03:00:00,118.73,68.77,65.19
2018-02-09 04:00:00,0.371,2018-02-09 04:00:00,121.77,71.79,68.16
2018-02-09 05:00:00,0.353,2018-02-09 05:00:00,127.23,77.27,73.57
2018-02-09 06:00:00,1.92,2018-02-09 06:00:00,131.32,81.47,86.23
2018-02-09 07:00:00,1.34,2018-02-09 07:00:00,135.13,85.82,90.15
2018-02-09 08:00:00,0.243,2018-02-09 08:00:00,135.76,86.67,90.83
2018-02-09 09:00:00,0.22399999999999998,2018-02-09 09:00:00,133.94,85.06,89.03
2018-02-09 10:00:00,0.313,2018-02-09 10:00:00,131.84,83.02,86.91
2018-02-09 11:00:00,1.4069999999999998,2018-02-09 11:00:00,132.02,150.86,87.1
2018-02-09 12:00:00,1.972,2018-02-09 12:00:00,132.28,151.04,151.04
2018-02-09 13:00:00,1.536,2018-02-09 13:00:00,129.91,148.73,148.73
2018-02-09 14:00:00,1.6740000000000002,2018-02-09 14:00:00,127.11,145.98,145.98
2018-02-09 15:00:00,1.819,2018-02-09 15:00:00,125.28,144.06,144.06
2018-02-09 16:00:00,2.274,2018-02-09 16:00:00,122.39,141.15,141.15
2018-02-09 17:00:00,2.87,2018-02-09 17:00:00,123.19,141.96,141.96
2018-02-09 18:00:00,3.11,2018-02-09 18:00:00,128.0,146.8,146.8
2018-02-09 19:00:00,2.905,2018-02-09 19:00:00,129.92,148.8,148.8
2018-02-09 20:00:00,1.2690000000000001,2018-02-09 20:00:00,129.77,148.72,148.72
2018-02-09 21:00:00,2.5540000000000003,2018-02-09 21:00:00,126.86,76.98,145.84
2018-02-09 22:00:00,2.948,2018-02-09 22:00:00,119.29,69.79,74.17
2018-02-09 23:00:00,3.3539999999999996,2018-02-09 23:00:00,117.47,67.68,72.24
2018-02-10 00:00:00,0.897,2018-02-10 00:00:00,115.44,65.69,62.15
2018-02-10 01:00:00,0.726,2018-02-10 01:00:00,113.27,63.51,60.04
2018-02-10 02:00:00,0.626,2018-02-10 02:00:00,112.33,62.51,59.07
2018-02-10 03:00:00,0.573,2018-02-10 03:00:00,111.2,61.42,57.98
2018-02-10 04:00:00,0.552,2018-02-10 04:00:00,112.01,62.25,58.82
2018-02-10 05:00:00,0.5529999999999999,2018-02-10 05:00:00,112.38,62.71,59.27
2018-02-10 06:00:00,0.588,2018-02-10 06:00:00,115.77,66.01,70.57
2018-02-10 07:00:00,0.669,2018-02-10 07:00:00,114.12,64.78,68.96
2018-02-10 08:00:00,0.85,2018-02-10 08:00:00,119.58,70.14,74.44
2018-02-10 09:00:00,1.102,2018-02-10 09:00:00,126.84,77.38,81.78
2018-02-10 10:00:00,1.29,2018-02-10 10:00:00,118.46,69.33,73.31
2018-02-10 11:00:00,1.33,2018-02-10 11:00:00,113.89,132.64,68.75
2018-02-10 12:00:00,1.337,2018-02-10 12:00:00,112.25,130.98,130.98
2018-02-10 13:00:00,1.379,2018-02-10 13:00:00,111.6,130.38,130.38
2018-02-10 14:00:00,1.3430000000000002,2018-02-10 14:00:00,108.35,127.15,127.15
2018-02-10 15:00:00,1.227,2018-02-10 15:00:00,108.21,127.0,127.0
2018-02-10 16:00:00,1.1540000000000001,2018-02-10 16:00:00,109.89,128.71,128.71
2018-02-10 17:00:00,1.139,2018-02-10 17:00:00,122.72,141.66,141.66
2018-02-10 18:00:00,1.212,2018-02-10 18:00:00,133.89,152.87,152.87
2018-02-10 19:00:00,1.3230000000000002,2018-02-10 19:00:00,136.02,155.1,155.1
2018-02-10 20:00:00,1.399,2018-02-10 20:00:00,136.19,155.26,155.26
2018-02-10 21:00:00,1.409,2018-02-10 21:00:00,131.9,81.59,151.06
2018-02-10 22:00:00,1.274,2018-02-10 22:00:00,130.61,80.29,85.47
2018-02-10 23:00:00,1.093,2018-02-10 23:00:00,119.79,69.77,74.54
2018-02-11 00:00:00,0.873,2018-02-11 00:00:00,116.39,66.42,62.81
2018-02-11 01:00:00,0.7120000000000001,2018-02-11 01:00:00,113.92,63.96,60.39
2018-02-11 02:00:00,0.609,2018-02-11 02:00:00,112.87,62.96,59.37
2018-02-11 03:00:00,0.555,2018-02-11 03:00:00,111.89,62.03,58.48
2018-02-11 04:00:00,0.531,2018-02-11 04:00:00,111.39,61.56,58.12
2018-02-11 05:00:00,0.527,2018-02-11 05:00:00,111.62,61.83,58.37
2018-02-11 06:00:00,0.544,2018-02-11 06:00:00,112.46,62.68,67.18
2018-02-11 07:00:00,0.59,2018-02-11 07:00:00,111.95,62.42,66.69
2018-02-11 08:00:00,0.705,2018-02-11 08:00:00,112.41,62.91,67.13
2018-02-11 09:00:00,0.912,2018-02-11 09:00:00,115.12,65.68,69.89
2018-02-11 10:00:00,1.101,2018-02-11 10:00:00,114.76,65.34,69.54
2018-02-11 11:00:00,1.185,2018-02-11 11:00:00,114.0,132.85,68.8
2018-02-11 12:00:00,1.212,2018-02-11 12:00:00,116.75,135.63,135.63
2018-02-11 13:00:00,1.262,2018-02-11 13:00:00,113.43,132.28,132.28
2018-02-11 14:00:00,1.245,2018-02-11 14:00:00,111.11,129.98,129.98
2018-02-11 15:00:00,1.123,2018-02-11 15:00:00,110.61,129.48,129.48
2018-02-11 16:00:00,1.056,2018-02-11 16:00:00,110.7,129.57,129.57
2018-02-11 17:00:00,1.044,2018-02-11 17:00:00,115.02,133.89,133.89
2018-02-11 18:00:00,1.149,2018-02-11 18:00:00,129.87,148.88,148.88
2018-02-11 19:00:00,1.319,2018-02-11 19:00:00,131.18,150.2,150.2
2018-02-11 20:00:00,1.4340000000000002,2018-02-11 20:00:00,132.38,151.42,151.42
2018-02-11 21:00:00,1.435,2018-02-11 21:00:00,132.37,82.11,151.47
2018-02-11 22:00:00,1.25,2018-02-11 22:00:00,124.38,74.47,79.18
2018-02-11 23:00:00,1.014,2018-02-11 23:00:00,113.46,63.75,68.18
2018-02-12 00:00:00,0.619,2018-02-12 00:00:00,111.66,61.92,58.46
2018-02-12 01:00:00,0.494,2018-02-12 01:00:00,110.76,61.01,57.54
2018-02-12 02:00:00,0.435,2018-02-12 02:00:00,107.8,58.14,54.76
2018-02-12 03:00:00,0.409,2018-02-12 03:00:00,107.63,57.98,54.61
2018-02-12 04:00:00,0.40299999999999997,2018-02-12 04:00:00,108.62,59.08,55.75
2018-02-12 05:00:00,0.418,2018-02-12 05:00:00,114.91,65.43,62.08
2018-02-12 06:00:00,0.501,2018-02-12 06:00:00,126.16,76.59,81.07
2018-02-12 07:00:00,0.695,2018-02-12 07:00:00,125.93,76.93,80.84
2018-02-12 08:00:00,0.8440000000000001,2018-02-12 08:00:00,126.26,77.47,81.29
2018-02-12 09:00:00,0.932,2018-02-12 09:00:00,125.96,77.26,80.94
2018-02-12 10:00:00,1.0090000000000001,2018-02-12 10:00:00,124.7,76.1,79.68
2018-02-12 11:00:00,1.02,2018-02-12 11:00:00,123.63,142.33,78.63
2018-02-12 12:00:00,1.0290000000000001,2018-02-12 12:00:00,123.33,142.1,142.1
2018-02-12 13:00:00,1.047,2018-02-12 13:00:00,123.83,142.6,142.6
2018-02-12 14:00:00,0.996,2018-02-12 14:00:00,118.98,137.71,137.71
