Fecha,Consumo_kWh,Fecha,TPD,EDP,VE
2018-02-24 09:00:00,0.81,2018-02-24 09:00:00,127.57,78.08,82.51
2018-02-24 10:00:00,0.9470000000000001,2018-02-24 10:00:00,128.06,78.56,82.95
2018-02-24 11:00:00,0.977,2018-02-24 11:00:00,127.5,146.36,82.41
2018-02-24 12:00:00,0.982,2018-02-24 12:00:00,127.26,146.12,146.12
2018-02-24 13:00:00,1.013,2018-02-24 13:00:00,127.69,146.61,146.61
2018-02-24 14:00:00,0.986,2018-02-24 14:00:00,127.17,146.16,146.16
2018-02-24 15:00:00,0.9009999999999999,2018-02-24 15:00:00,125.9,144.87,144.87
2018-02-24 16:00:00,0.848,2018-02-24 16:00:00,126.17,145.14,145.14
2018-02-24 17:00:00,0.836,2018-02-24 17:00:00,128.0,146.99,146.99
2018-02-24 18:00:00,0.889,2018-02-24 18:00:00,129.78,148.73,148.73
2018-02-24 19:00:00,0.971,2018-02-24 19:00:00,130.85,149.88,149.88
2018-02-24 20:00:00,1.0270000000000001,2018-02-24 20:00:00,131.08,150.1,150.1
2018-02-24 21:00:00,1.035,2018-02-24 21:00:00,132.12,81.81,151.28
2018-02-24 22:00:00,0.9359999999999999,2018-02-24 22:00:00,132.54,82.14,87.42
2018-02-24 23:00:00,0.8029999999999999,2018-02-24 23:00:00,134.13,83.44,88.96
2018-02-25 00:00:00,0.617,2018-02-25 00:00:00,132.94,82.17,78.05
2018-02-25 01:00:00,1.834,2018-02-25 01:00:00,131.38,80.55,76.43
2018-02-25 02:00:00,0.3670000000000001,2018-02-25 02:00:00,126.71,76.11,72.08
2018-02-25 03:00:00,0.365,2018-02-25 03:00:00,125.53,74.99,71.0
2018-02-25 04:00:00,0.413,2018-02-25 04:00:00,123.22,72.8,68.99
2018-02-25 05:00:00,0.377,2018-02-25 05:00:00,121.84,71.55,67.77
2018-02-25 06:00:00,0.33399999999999996,2018-02-25 06:00:00,125.85,75.42,80.67
2018-02-25 07:00:00,0.23399999999999999,2018-02-25 07:00:00,123.57,73.51,78.38
2018-02-25 08:00:00,0.282,2018-02-25 08:00:00,130.32,80.02,85.13
2018-02-25 09:00:00,0.7,2018-02-25 09:00:00,129.95,79.87,84.79
2018-02-25 10:00:00,0.733,2018-02-25 10:00:00,129.82,79.75,84.67
2018-02-25 11:00:00,2.517,2018-02-25 11:00:00,128.71,147.7,83.58
2018-02-25 12:00:00,3.094,2018-02-25 12:00:00,128.77,147.77,147.77
2018-02-25 13:00:00,3.319,2018-02-25 13:00:00,128.32,147.31,147.31
2018-02-25 14:00:00,3.818,2018-02-25 14:00:00,125.54,144.56,144.56
2018-02-25 15:00:00,0.647,2018-02-25 15:00:00,118.92,137.87,137.87
2018-02-25 16:00:00,2.349,2018-02-25 16:00:00,118.99,137.95,137.95
2018-02-25 17:00:00,1.614,2018-02-25 17:00:00,127.16,146.14,146.14
2018-02-25 18:00:00,0.83,2018-02-25 18:00:00,131.23,150.26,150.26
2018-02-25 19:00:00,1.515,2018-02-25 19:00:00,131.34,150.37,150.37
2018-02-25 20:00:00,0.883,2018-02-25 20:00:00,131.42,150.45,150.45
2018-02-25 21:00:00,1.36,2018-02-25 21:00:00,131.41,81.19,150.5
2018-02-25 22:00:00,1.479,2018-02-25 22:00:00,124.6,74.69,79.4
2018-02-25 23:00:00,1.268,2018-02-25 23:00:00,120.77,70.71,75.53
2018-02-26 00:00:00,0.601,2018-02-26 00:00:00,117.04,67.04,63.41
2018-02-26 01:00:00,0.48,2018-02-26 01:00:00,116.42,66.38,62.73
2018-02-26 02:00:00,0.42200000000000004,2018-02-26 02:00:00,113.75,63.8,60.23
2018-02-26 03:00:00,0.397,2018-02-26 03:00:00,114.31,64.33,60.75
2018-02-26 04:00:00,0.391,2018-02-26 04:00:00,115.85,65.97,62.42
2018-02-26 05:00:00,0.406,2018-02-26 05:00:00,123.48,73.62,70.04
2018-02-26 06:00:00,0.486,2018-02-26 06:00:00,131.58,81.79,86.51
2018-02-26 07:00:00,0.6759999999999999,2018-02-26 07:00:00,131.02,81.85,85.96
2018-02-26 08:00:00,0.82,2018-02-26 08:00:00,130.98,82.04,86.03
2018-02-26 09:00:00,0.905,2018-02-26 09:00:00,128.68,79.89,83.67
2018-02-26 10:00:00,0.98,2018-02-26 10:00:00,127.36,78.68,82.35
2018-02-26 11:00:00,0.99,2018-02-26 11:00:00,125.74,144.46,80.75
2018-02-26 12:00:00,0.9990000000000001,2018-02-26 12:00:00,125.89,144.68,144.68
2018-02-26 13:00:00,1.0170000000000001,2018-02-26 13:00:00,125.73,144.52,144.52
2018-02-26 14:00:00,0.9670000000000001,2018-02-26 14:00:00,125.56,144.35,144.35
2018-02-26 15:00:00,0.915,2018-02-26 15:00:00,124.19,142.97,142.97
2018-02-26 16:00:00,0.91,2018-02-26 16:00:00,126.13,144.86,144.86
2018-02-26 17:00:00,0.9490000000000001,2018-02-26 17:00:00,128.3,147.04,147.04
2018-02-26 18:00:00,1.023,2018-02-26 18:00:00,133.11,151.88,151.88
2018-02-26 19:00:00,1.149,2018-02-26 19:00:00,139.37,158.34,158.34
2018-02-26 20:00:00,1.203,2018-02-26 20:00:00,132.1,151.07,151.07
2018-02-26 21:00:00,1.171,2018-02-26 21:00:00,132.14,82.18,151.1
2018-02-26 22:00:00,1.012,2018-02-26 22:00:00,130.17,80.29,85.07
2018-02-26 23:00:00,0.804,2018-02-26 23:00:00,128.26,78.11,83.12
2018-02-27 00:00:00,0.5670000000000001,2018-02-27 00:00:00,124.13,73.98,70.28
2018-02-27 01:00:00,0.146,2018-02-27 01:00:00,118.89,68.97,65.33
2018-02-27 02:00:00,0.11900000000000001,2018-02-27 02:00:00,118.6,68.64,65.01
2018-02-27 03:00:00,0.14,2018-02-27 03:00:00,118.4,68.45,64.82
2018-02-27 04:00:00,0.16399999999999998,2018-02-27 04:00:00,118.65,68.81,65.22
2018-02-27 05:00:00,0.109,2018-02-27 05:00:00,124.5,74.66,71.04
2018-02-27 06:00:00,1.7619999999999998,2018-02-27 06:00:00,134.06,84.17,89.01
2018-02-27 07:00:00,0.753,2018-02-27 07:00:00,132.7,83.62,87.73
2018-02-27 08:00:00,0.14800000000000002,2018-02-27 08:00:00,136.96,87.91,91.98
2018-02-27 09:00:00,0.10099999999999999,2018-02-27 09:00:00,137.31,88.41,92.36
2018-02-27 10:00:00,0.094,2018-02-27 10:00:00,135.99,87.21,91.04
2018-02-27 11:00:00,0.11900000000000001,2018-02-27 11:00:00,136.7,155.42,91.69
2018-02-27 12:00:00,0.145,2018-02-27 12:00:00,136.16,154.95,154.95
2018-02-27 13:00:00,0.09300000000000001,2018-02-27 13:00:00,136.93,155.73,155.73
2018-02-27 14:00:00,0.09300000000000001,2018-02-27 14:00:00,131.65,150.48,150.48
2018-02-27 15:00:00,0.56,2018-02-27 15:00:00,135.51,154.38,154.38
2018-02-27 16:00:00,1.162,2018-02-27 16:00:00,132.53,151.3,151.3
2018-02-27 17:00:00,0.442,2018-02-27 17:00:00,130.23,148.99,148.99
2018-02-27 18:00:00,0.222,2018-02-27 18:00:00,140.09,158.99,158.99
2018-02-27 19:00:00,0.324,2018-02-27 19:00:00,143.91,162.83,162.83
2018-02-27 20:00:00,1.107,2018-02-27 20:00:00,143.09,162.17,162.17
2018-02-27 21:00:00,1.1340000000000001,2018-02-27 21:00:00,137.03,86.95,156.12
2018-02-27 22:00:00,1.36,2018-02-27 22:00:00,132.33,82.37,87.25
2018-02-27 23:00:00,2.0540000000000003,2018-02-27 23:00:00,132.61,82.2,87.41
2018-02-28 00:00:00,1.347,2018-02-28 00:00:00,130.89,80.42,76.53
2018-02-28 01:00:00,0.243,2018-02-28 01:00:00,121.36,71.27,67.61
2018-02-28 02:00:00,0.24100000000000002,2018-02-28 02:00:00,118.55,68.6,65.02
2018-02-28 03:00:00,0.27699999999999997,2018-02-28 03:00:00,116.26,66.42,62.9
2018-02-28 04:00:00,0.21100000000000002,2018-02-28 04:00:00,116.35,66.62,63.09
2018-02-28 05:00:00,0.105,2018-02-28 05:00:00,116.95,67.49,64.13
2018-02-28 06:00:00,1.607,2018-02-28 06:00:00,129.31,79.61,84.22
2018-02-28 07:00:00,0.782,2018-02-28 07:00:00,129.16,80.05,84.16
2018-02-28 08:00:00,0.125,2018-02-28 08:00:00,128.65,79.85,83.7
2018-02-28 09:00:00,0.16899999999999998,2018-02-28 09:00:00,127.59,78.98,82.6
2018-02-28 10:00:00,0.977,2018-02-28 10:00:00,126.45,77.88,81.46
2018-02-28 11:00:00,1.2329999999999999,2018-02-28 11:00:00,126.65,145.38,81.69
2018-02-28 12:00:00,1.262,2018-02-28 12:00:00,126.71,145.44,145.44
2018-02-28 13:00:00,0.757,2018-02-28 13:00:00,125.71,144.5,144.5
2018-02-28 14:00:00,0.935,2018-02-28 14:00:00,124.81,143.59,143.59
2018-02-28 15:00:00,1.365,2018-02-28 15:00:00,123.77,142.48,142.48
2018-02-28 16:00:00,1.79,2018-02-28 16:00:00,120.24,138.99,138.99
2018-02-28 17:00:00,1.005,2018-02-28 17:00:00,120.88,139.56,139.56
2018-02-28 18:00:00,0.426,2018-02-28 18:00:00,127.16,145.96,145.96
2018-02-28 19:00:00,0.368,2018-02-28 19:00:00,130.62,149.51,149.51
2018-02-28 20:00:00,0.725,2018-02-28 20:00:00,131.01,149.97,149.97
2018-02-28 21:00:00,1.012,2018-02-28 21:00:00,129.48,79.63,148.49
2018-02-28 22:00:00,1.075,2018-02-28 22:00:00,116.99,67.71,71.83
2018-02-28 23:00:00,0.815,2018-02-28 23:00:00,117.33,67.98,72.17
2018-03-01 00:00:00,1.358,2018-03-01 00:00:00,112.27,63.07,59.83
2018-03-01 01:00:00,0.748,2018-03-01 01:00:00,110.89,61.69,58.45
2018-03-01 02:00:00,0.314,2018-03-01 02:00:00,110.99,61.78,58.54
2018-03-01 03:00:00,0.293,2018-03-01 03:00:00,110.69,61.44,58.26
2018-03-01 04:00:00,0.284,2018-03-01 04:00:00,111.58,62.4,59.19
2018-03-01 05:00:00,0.243,2018-03-01 05:00:00,111.19,62.27,59.19
2018-03-01 06:00:00,1.071,2018-03-01 06:00:00,125.51,76.17,80.41
2018-03-01 07:00:00,0.5660000000000001,2018-03-01 07:00:00,129.5,80.61,84.54
2018-03-01 08:00:00,1.794,2018-03-01 08:00:00,131.22,82.51,86.26
2018-03-01 09:00:00,1.159,2018-03-01 09:00:00,130.21,81.76,85.27
2018-03-01 10:00:00,0.22399999999999998,2018-03-01 10:00:00,125.33,77.02,80.39
2018-03-01 11:00:00,0.32899999999999996,2018-03-01 11:00:00,122.4,141.1,77.45
2018-03-01 12:00:00,1.59,2018-03-01 12:00:00,119.43,138.11,138.11
2018-03-01 13:00:00,1.861,2018-03-01 13:00:00,116.51,135.17,135.17
2018-03-01 14:00:00,1.6440000000000001,2018-03-01 14:00:00,112.81,131.44,131.44
2018-03-01 15:00:00,0.643,2018-03-01 15:00:00,107.54,126.19,126.19
2018-03-01 16:00:00,1.2919999999999998,2018-03-01 16:00:00,108.4,127.0,127.0
2018-03-01 17:00:00,0.619,2018-03-01 17:00:00,108.59,127.13,127.13
2018-03-01 18:00:00,0.568,2018-03-01 18:00:00,118.7,137.31,137.31
2018-03-01 19:00:00,0.6459999999999999,2018-03-01 19:00:00,122.94,141.71,141.71
2018-03-01 20:00:00,0.8109999999999999,2018-03-01 20:00:00,123.48,142.25,142.25
2018-03-01 21:00:00,0.899,2018-03-01 21:00:00,119.62,70.43,138.47
2018-03-01 22:00:00,2.015,2018-03-01 22:00:00,111.09,62.23,65.95
2018-03-01 23:00:00,1.599,2018-03-01 23:00:00,102.71,53.92,57.47
2018-03-02 00:00:00,0.59,2018-03-02 00:00:00,102.07,53.29,50.33
2018-03-02 01:00:00,0.475,2018-03-02 01:00:00,101.56,52.71,49.77
2018-03-02 02:00:00,0.41700000000000004,2018-03-02 02:00:00,101.83,52.97,50.02
2018-03-02 03:00:00,0.39299999999999996,2018-03-02 03:00:00,104.99,56.04,53.0
2018-03-02 04:00:00,0.386,2018-03-02 04:00:00,108.2,59.18,56.1
2018-03-02 05:00:00,0.401,2018-03-02 05:00:00,116.85,67.71,64.55
2018-03-02 06:00:00,0.47600000000000003,2018-03-02 06:00:00,124.22,75.0,79.19
2018-03-02 07:00:00,0.6459999999999999,2018-03-02 07:00:00,128.39,79.53,83.37
2018-03-02 08:00:00,0.7829999999999999,2018-03-02 08:00:00,130.96,82.33,86.0
2018-03-02 09:00:00,0.858,2018-03-02 09:00:00,130.33,81.8,85.39
2018-03-02 10:00:00,0.914,2018-03-02 10:00:00,129.31,80.82,84.37
2018-03-02 11:00:00,0.92,2018-03-02 11:00:00,128.13,146.88,83.19
2018-03-02 12:00:00,0.93,2018-03-02 12:00:00,126.6,145.33,145.33
2018-03-02 13:00:00,0.95,2018-03-02 13:00:00,122.75,141.45,141.45
2018-03-02 14:00:00,0.914,2018-03-02 14:00:00,120.11,138.79,138.79
2018-03-02 15:00:00,0.867,2018-03-02 15:00:00,114.92,133.63,133.63
2018-03-02 16:00:00,0.851,2018-03-02 16:00:00,109.8,128.41,128.41
2018-03-02 17:00:00,0.8740000000000001,2018-03-02 17:00:00,108.32,126.92,126.92
2018-03-02 18:00:00,0.902,2018-03-02 18:00:00,111.54,130.17,130.17
2018-03-02 19:00:00,0.99,2018-03-02 19:00:00,117.13,135.86,135.86
2018-03-02 20:00:00,1.06,2018-03-02 20:00:00,118.86,137.71,137.71
2018-03-02 21:00:00,1.056,2018-03-02 21:00:00,113.92,64.84,132.78
2018-03-02 22:00:00,0.9420000000000001,2018-03-02 22:00:00,107.26,58.33,62.05
2018-03-02 23:00:00,0.79,2018-03-02 23:00:00,110.14,60.86,64.87
2018-03-03 00:00:00,0.44,2018-03-03 00:00:00,109.86,60.53,57.28
2018-03-03 01:00:00,0.272,2018-03-03 01:00:00,106.12,56.91,53.78
2018-03-03 02:00:00,0.158,2018-03-03 02:00:00,105.11,55.9,52.75
2018-03-03 03:00:00,0.147,2018-03-03 03:00:00,104.81,55.61,52.47
2018-03-03 04:00:00,0.11,2018-03-03 04:00:00,104.61,55.47,52.33
2018-03-03 05:00:00,0.158,2018-03-03 05:00:00,106.31,57.1,53.95
2018-03-03 06:00:00,0.313,2018-03-03 06:00:00,107.47,58.31,62.23
2018-03-03 07:00:00,1.403,2018-03-03 07:00:00,107.51,58.63,62.33
2018-03-03 08:00:00,0.5479999999999999,2018-03-03 08:00:00,113.18,64.25,68.02
2018-03-03 09:00:00,0.195,2018-03-03 09:00:00,113.69,64.93,68.57
2018-03-03 10:00:00,1.73,2018-03-03 10:00:00,111.42,62.73,66.29
2018-03-03 11:00:00,1.406,2018-03-03 11:00:00,108.79,127.55,63.67
2018-03-03 12:00:00,0.505,2018-03-03 12:00:00,107.45,126.2,126.2
2018-03-03 13:00:00,1.22,2018-03-03 13:00:00,106.41,125.15,125.15
2018-03-03 14:00:00,1.675,2018-03-03 14:00:00,105.65,124.37,124.37
2018-03-03 15:00:00,0.8490000000000001,2018-03-03 15:00:00,106.95,125.69,125.69
2018-03-03 16:00:00,1.5930000000000002,2018-03-03 16:00:00,110.71,129.49,129.49
2018-03-03 17:00:00,0.373,2018-03-03 17:00:00,118.97,137.82,137.82
2018-03-03 18:00:00,0.47200000000000003,2018-03-03 18:00:00,132.5,151.48,151.48
2018-03-03 19:00:00,0.625,2018-03-03 19:00:00,124.69,143.59,143.59
2018-03-03 20:00:00,0.616,2018-03-03 20:00:00,126.24,145.15,145.15
2018-03-03 21:00:00,0.8590000000000001,2018-03-03 21:00:00,120.76,71.07,139.73
2018-03-03 22:00:00,1.653,2018-03-03 22:00:00,119.73,70.03,74.57
2018-03-03 23:00:00,0.721,2018-03-03 23:00:00,120.95,70.94,75.73
2018-03-04 00:00:00,0.62,2018-03-04 00:00:00,116.19,66.34,62.83
2018-03-04 01:00:00,0.511,2018-03-04 01:00:00,112.31,62.54,59.1
2018-03-04 02:00:00,0.445,2018-03-04 02:00:00,109.23,59.61,56.27
2018-03-04 03:00:00,0.408,2018-03-04 03:00:00,107.97,58.46,55.15
2018-03-04 04:00:00,0.389,2018-03-04 04:00:00,108.67,59.18,55.85
2018-03-04 05:00:00,0.386,2018-03-04 05:00:00,109.47,59.89,56.54
2018-03-04 06:00:00,0.39799999999999996,2018-03-04 06:00:00,108.54,59.17,63.27
2018-03-04 07:00:00,0.433,2018-03-04 07:00:00,108.2,59.07,62.95
2018-03-04 08:00:00,0.522,2018-03-04 08:00:00,113.05,63.83,67.86
2018-03-04 09:00:00,0.662,2018-03-04 09:00:00,115.79,66.56,70.63
2018-03-04 10:00:00,0.777,2018-03-04 10:00:00,116.42,67.17,71.27
2018-03-04 11:00:00,0.8240000000000001,2018-03-04 11:00:00,116.53,135.36,71.35
2018-03-04 12:00:00,0.835,2018-03-04 12:00:00,115.12,133.99,133.99
2018-03-04 13:00:00,0.86,2018-03-04 13:00:00,111.83,130.67,130.67
2018-03-04 14:00:00,0.846,2018-03-04 14:00:00,105.5,124.27,124.27
2018-03-04 15:00:00,0.768,2018-03-04 15:00:00,104.25,123.01,123.01
2018-03-04 16:00:00,0.7190000000000001,2018-03-04 16:00:00,106.01,124.79,124.79
2018-03-04 17:00:00,0.71,2018-03-04 17:00:00,111.14,129.92,129.92
2018-03-04 18:00:00,0.75,2018-03-04 18:00:00,119.75,138.61,138.61
2018-03-04 19:00:00,0.867,2018-03-04 19:00:00,118.81,137.72,137.72
2018-03-04 20:00:00,0.983,2018-03-04 20:00:00,111.49,130.26,130.26
2018-03-04 21:00:00,0.9940000000000001,2018-03-04 21:00:00,113.14,63.79,132.04
2018-03-04 22:00:00,0.872,2018-03-04 22:00:00,108.23,59.2,63.05
2018-03-04 23:00:00,0.72,2018-03-04 23:00:00,107.63,58.4,62.38
2018-03-05 00:00:00,1.671,2018-03-05 00:00:00,105.69,56.45,53.29
2018-03-05 01:00:00,0.6579999999999999,2018-03-05 01:00:00,103.53,54.33,51.19
2018-03-05 02:00:00,0.35100000000000003,2018-03-05 02:00:00,101.94,52.82,49.73
2018-03-05 03:00:00,0.33899999999999997,2018-03-05 03:00:00,100.39,51.34,48.29
2018-03-05 04:00:00,0.324,2018-03-05 04:00:00,106.74,57.55,54.35
2018-03-05 05:00:00,0.278,2018-03-05 05:00:00,107.8,58.9,55.82
2018-03-05 06:00:00,1.558,2018-03-05 06:00:00,117.84,68.73,72.7
2018-03-05 07:00:00,1.228,2018-03-05 07:00:00,125.83,76.98,80.77
2018-03-05 08:00:00,0.297,2018-03-05 08:00:00,128.1,79.4,83.1
2018-03-05 09:00:00,0.366,2018-03-05 09:00:00,127.15,78.56,82.17
2018-03-05 10:00:00,0.409,2018-03-05 10:00:00,124.72,76.27,79.73
2018-03-05 11:00:00,0.40700000000000003,2018-03-05 11:00:00,120.46,139.14,75.46
2018-03-05 12:00:00,0.768,2018-03-05 12:00:00,118.42,137.09,137.09
2018-03-05 13:00:00,0.5539999999999999,2018-03-05 13:00:00,117.63,136.3,136.3
2018-03-05 14:00:00,0.677,2018-03-05 14:00:00,119.34,138.08,138.08
2018-03-05 15:00:00,1.881,2018-03-05 15:00:00,118.64,137.31,137.31
2018-03-05 16:00:00,1.2429999999999999,2018-03-05 16:00:00,118.16,136.83,136.83
2018-03-05 17:00:00,1.365,2018-03-05 17:00:00,124.12,142.84,142.84
2018-03-05 18:00:00,1.15,2018-03-05 18:00:00,131.28,150.03,150.03
2018-03-05 19:00:00,0.5770000000000001,2018-03-05 19:00:00,130.91,149.73,149.73
2018-03-05 20:00:00,0.528,2018-03-05 20:00:00,120.16,138.97,138.97
2018-03-05 21:00:00,2.188,2018-03-05 21:00:00,118.2,69.01,137.04
2018-03-05 22:00:00,1.6769999999999998,2018-03-05 22:00:00,115.6,66.5,70.47
2018-03-05 23:00:00,1.6869999999999998,2018-03-05 23:00:00,107.7,58.69,62.47
2018-03-06 00:00:00,0.593,2018-03-06 00:00:00,105.18,56.22,53.14
2018-03-06 01:00:00,0.474,2018-03-06 01:00:00,104.06,55.0,51.91
2018-03-06 02:00:00,0.419,2018-03-06 02:00:00,103.66,54.61,51.54
2018-03-06 03:00:00,0.395,2018-03-06 03:00:00,104.03,54.97,51.89
2018-03-06 04:00:00,0.389,2018-03-06 04:00:00,105.5,56.47,53.38
2018-03-06 05:00:00,0.40399999999999997,2018-03-06 05:00:00,105.94,57.17,54.18
2018-03-06 06:00:00,0.479,2018-03-06 06:00:00,119.26,70.15,74.18
2018-03-06 07:00:00,0.65,2018-03-06 07:00:00,127.05,78.16,82.06
2018-03-06 08:00:00,0.787,2018-03-06 08:00:00,124.9,76.3,79.89
2018-03-06 09:00:00,0.867,2018-03-06 09:00:00,124.12,75.69,79.14
2018-03-06 10:00:00,0.9259999999999999,2018-03-06 10:00:00,119.36,71.07,74.37
2018-03-06 11:00:00,0.934,2018-03-06 11:00:00,116.46,135.12,71.47
2018-03-06 12:00:00,0.946,2018-03-06 12:00:00,114.03,132.67,132.67
2018-03-06 13:00:00,0.963,2018-03-06 13:00:00,113.34,132.03,132.03
2018-03-06 14:00:00,0.919,2018-03-06 14:00:00,113.44,132.08,132.08
2018-03-06 15:00:00,0.863,2018-03-06 15:00:00,114.12,132.82,132.82
2018-03-06 16:00:00,0.8490000000000001,2018-03-06 16:00:00,119.53,138.2,138.2
2018-03-06 17:00:00,0.8740000000000001,2018-03-06 17:00:00,125.1,143.82,143.82
2018-03-06 18:00:00,0.9109999999999999,2018-03-06 18:00:00,131.25,150.01,150.01
2018-03-06 19:00:00,1.0190000000000001,2018-03-06 19:00:00,125.58,144.29,144.29
2018-03-06 20:00:00,1.117,2018-03-06 20:00:00,123.04,141.8,141.8
2018-03-06 21:00:00,1.111,2018-03-06 21:00:00,119.86,70.73,138.72
2018-03-06 22:00:00,0.9690000000000001,2018-03-06 22:00:00,115.54,66.51,70.38
2018-03-06 23:00:00,0.782,2018-03-06 23:00:00,109.01,59.94,63.77
2018-03-07 00:00:00,0.598,2018-03-07 00:00:00,106.9,57.82,54.69
2018-03-07 01:00:00,0.47700000000000004,2018-03-07 01:00:00,104.52,55.49,52.39
2018-03-07 02:00:00,0.42200000000000004,2018-03-07 02:00:00,104.6,55.51,52.41
2018-03-07 03:00:00,0.39799999999999996,2018-03-07 03:00:00,103.97,54.91,51.87
2018-03-07 04:00:00,0.392,2018-03-07 04:00:00,106.86,57.78,54.7
2018-03-07 05:00:00,0.40700000000000003,2018-03-07 05:00:00,113.99,64.9,61.76
2018-03-07 06:00:00,0.48200000000000004,2018-03-07 06:00:00,123.72,74.44,78.66
2018-03-07 07:00:00,0.655,2018-03-07 07:00:00,128.7,79.75,83.72
2018-03-07 08:00:00,0.7929999999999999,2018-03-07 08:00:00,125.41,76.87,80.42
2018-03-07 09:00:00,0.873,2018-03-07 09:00:00,120.54,72.35,75.56
2018-03-07 10:00:00,0.9329999999999999,2018-03-07 10:00:00,120.16,71.99,75.13
2018-03-07 11:00:00,0.941,2018-03-07 11:00:00,114.38,133.02,69.4
2018-03-07 12:00:00,0.953,2018-03-07 12:00:00,114.18,132.76,132.76
2018-03-07 13:00:00,0.97,2018-03-07 13:00:00,114.68,133.33,133.33
2018-03-07 14:00:00,0.9259999999999999,2018-03-07 14:00:00,115.01,133.66,133.66
2018-03-07 15:00:00,0.87,2018-03-07 15:00:00,114.26,132.9,132.9
2018-03-07 16:00:00,0.855,2018-03-07 16:00:00,117.21,135.87,135.87
2018-03-07 17:00:00,0.88,2018-03-07 17:00:00,127.48,146.14,146.14
2018-03-07 18:00:00,0.917,2018-03-07 18:00:00,132.0,150.7,150.7
2018-03-07 19:00:00,1.0270000000000001,2018-03-07 19:00:00,133.35,152.12,152.12
2018-03-07 20:00:00,1.125,2018-03-07 20:00:00,130.39,149.21,149.21
2018-03-07 21:00:00,1.12,2018-03-07 21:00:00,121.13,71.96,140.0
2018-03-07 22:00:00,0.977,2018-03-07 22:00:00,114.34,65.42,69.24
2018-03-07 23:00:00,0.7879999999999999,2018-03-07 23:00:00,108.41,59.43,63.2
