Fecha,Consumo_kWh,Fecha
2018-01-16 11:00:00,0.426,
2018-01-16 12:00:00,0.41,
2018-01-16 13:00:00,0.47,
2018-01-16 14:00:00,0.78,
2018-01-16 15:00:00,0.6759999999999999,
2018-01-16 16:00:00,0.895,
2018-01-16 17:00:00,0.8959999999999999,
2018-01-16 18:00:00,0.782,
2018-01-16 19:00:00,1.002,
2018-01-16 20:00:00,2.188,
2018-01-16 21:00:00,2.022,
2018-01-16 22:00:00,0.652,
2018-01-16 23:00:00,0.5710000000000001,
2018-01-17 00:00:00,0.43,
2018-01-17 01:00:00,0.37,
2018-01-17 02:00:00,0.365,
2018-01-17 03:00:00,0.565,
2018-01-17 04:00:00,0.38299999999999995,
2018-01-17 05:00:00,0.373,
2018-01-17 06:00:00,0.48700000000000004,
2018-01-17 07:00:00,0.634,
2018-01-17 08:00:00,0.239,
2018-01-17 09:00:00,0.127,
2018-01-17 10:00:00,0.153,
2018-01-17 11:00:00,0.16399999999999998,
2018-01-17 12:00:00,0.23600000000000002,
2018-01-17 13:00:00,0.09699999999999999,
2018-01-17 14:00:00,0.145,
2018-01-17 15:00:00,0.435,
2018-01-17 16:00:00,0.578,
2018-01-17 17:00:00,0.341,
2018-01-17 18:00:00,0.389,
2018-01-17 19:00:00,0.40700000000000003,
2018-01-17 20:00:00,0.457,
2018-01-17 21:00:00,0.5710000000000001,
2018-01-17 22:00:00,1.295,
2018-01-17 23:00:00,0.8859999999999999,
2018-01-18 00:00:00,1.03,
2018-01-18 01:00:00,0.247,
2018-01-18 02:00:00,0.245,
2018-01-18 03:00:00,0.293,
2018-01-18 04:00:00,0.263,
2018-01-18 05:00:00,0.32899999999999996,
2018-01-18 06:00:00,0.36700000000000005,
2018-01-18 07:00:00,0.33299999999999996,
2018-01-18 08:00:00,0.4,
2018-01-18 09:00:00,0.354,
2018-01-18 10:00:00,0.098,
2018-01-18 11:00:00,0.13699999999999998,
2018-01-18 12:00:00,0.19699999999999998,
2018-01-18 13:00:00,0.442,
2018-01-18 14:00:00,0.518,
2018-01-18 15:00:00,0.43799999999999994,
2018-01-18 16:00:00,0.382,
2018-01-18 17:00:00,0.267,
2018-01-18 18:00:00,0.518,
2018-01-18 19:00:00,0.33399999999999996,
2018-01-18 20:00:00,0.447,
2018-01-18 21:00:00,0.71,
2018-01-18 22:00:00,0.627,
2018-01-18 23:00:00,0.474,
2018-01-19 00:00:00,0.264,
2018-01-19 01:00:00,0.23399999999999999,
2018-01-19 02:00:00,0.5,
2018-01-19 03:00:00,0.287,
2018-01-19 04:00:00,0.13,
2018-01-19 05:00:00,0.11,
2018-01-19 06:00:00,0.341,
2018-01-19 07:00:00,0.51,
2018-01-19 08:00:00,0.35200000000000004,
2018-01-19 09:00:00,0.272,
2018-01-19 10:00:00,0.6940000000000001,
2018-01-19 11:00:00,0.474,
2018-01-19 12:00:00,0.36,
2018-01-19 13:00:00,1.953,
2018-01-19 14:00:00,1.1640000000000001,
2018-01-19 15:00:00,1.023,
2018-01-19 16:00:00,2.031,
2018-01-19 17:00:00,0.852,
2018-01-19 18:00:00,0.556,
2018-01-19 19:00:00,0.511,
2018-01-19 20:00:00,0.363,
2018-01-19 21:00:00,1.9169999999999998,
2018-01-19 22:00:00,2.471,
2018-01-19 23:00:00,0.597,
2018-01-20 00:00:00,0.505,
2018-01-20 01:00:00,0.36,
2018-01-20 02:00:00,0.249,
2018-01-20 03:00:00,0.284,
2018-01-20 04:00:00,0.28300000000000003,
2018-01-20 05:00:00,0.285,
2018-01-20 06:00:00,0.131,
2018-01-20 07:00:00,0.354,
2018-01-20 08:00:00,0.337,
2018-01-20 09:00:00,1.119,
2018-01-20 10:00:00,0.596,
2018-01-20 11:00:00,1.413,
2018-01-20 12:00:00,2.622,
2018-01-20 13:00:00,1.639,
2018-01-20 14:00:00,2.8760000000000003,
2018-01-20 15:00:00,0.7040000000000001,
2018-01-20 16:00:00,2.826,
2018-01-20 17:00:00,2.3480000000000003,
2018-01-20 18:00:00,0.764,
2018-01-20 19:00:00,0.857,
2018-01-20 20:00:00,0.6579999999999999,
2018-01-20 21:00:00,1.0290000000000001,
2018-01-20 22:00:00,0.6659999999999999,
2018-01-20 23:00:00,0.735,
2018-01-21 00:00:00,0.973,
2018-01-21 01:00:00,0.807,
2018-01-21 02:00:00,0.6890000000000001,
2018-01-21 03:00:00,0.616,
2018-01-21 04:00:00,0.5770000000000001,
2018-01-21 05:00:00,0.565,
2018-01-21 06:00:00,0.5820000000000001,
2018-01-21 07:00:00,0.624,
2018-01-21 08:00:00,0.727,
2018-01-21 09:00:00,0.925,
2018-01-21 10:00:00,1.123,
2018-01-21 11:00:00,1.23,
2018-01-21 12:00:00,1.273,
2018-01-21 13:00:00,1.317,
2018-01-21 14:00:00,1.307,
2018-01-21 15:00:00,1.1840000000000002,
2018-01-21 16:00:00,1.124,
2018-01-21 17:00:00,1.146,
2018-01-21 18:00:00,1.3019999999999998,
2018-01-21 19:00:00,1.421,
2018-01-21 20:00:00,1.511,
2018-01-21 21:00:00,1.524,
2018-01-21 22:00:00,1.347,
2018-01-21 23:00:00,1.1059999999999999,
2018-01-22 00:00:00,2.454,
2018-01-22 01:00:00,0.42100000000000004,
2018-01-22 02:00:00,0.366,
2018-01-22 03:00:00,0.37,
2018-01-22 04:00:00,0.359,
2018-01-22 05:00:00,0.359,
2018-01-22 06:00:00,1.242,
2018-01-22 07:00:00,0.7909999999999999,
2018-01-22 08:00:00,0.988,
2018-01-22 09:00:00,0.281,
2018-01-22 10:00:00,0.284,
2018-01-22 11:00:00,0.27899999999999997,
2018-01-22 12:00:00,0.27699999999999997,
2018-01-22 13:00:00,0.263,
2018-01-22 14:00:00,0.233,
2018-01-22 15:00:00,1.082,
2018-01-22 16:00:00,1.2990000000000002,
2018-01-22 17:00:00,0.489,
2018-01-22 18:00:00,0.742,
2018-01-22 19:00:00,0.514,
2018-01-22 20:00:00,0.7020000000000001,
2018-01-22 21:00:00,2.219,
2018-01-22 22:00:00,2.359,
2018-01-22 23:00:00,1.314,
2018-01-23 00:00:00,1.245,
2018-01-23 01:00:00,0.42100000000000004,
2018-01-23 02:00:00,0.423,
2018-01-23 03:00:00,0.387,
2018-01-23 04:00:00,0.361,
2018-01-23 05:00:00,0.321,
2018-01-23 06:00:00,1.246,
2018-01-23 07:00:00,0.758,
2018-01-23 08:00:00,0.27,
2018-01-23 09:00:00,0.93,
2018-01-23 10:00:00,0.48100000000000004,
2018-01-23 11:00:00,0.426,
2018-01-23 12:00:00,0.46299999999999997,
2018-01-23 13:00:00,0.41700000000000004,
2018-01-23 14:00:00,0.7240000000000001,
2018-01-23 15:00:00,1.12,
2018-01-23 16:00:00,2.097,
2018-01-23 17:00:00,1.209,
2018-01-23 18:00:00,0.8270000000000001,
2018-01-23 19:00:00,0.355,
2018-01-23 20:00:00,0.835,
2018-01-23 21:00:00,1.696,
2018-01-23 22:00:00,1.141,
2018-01-23 23:00:00,1.557,
2018-01-24 00:00:00,0.873,
2018-01-24 01:00:00,0.685,
2018-01-24 02:00:00,0.601,
2018-01-24 03:00:00,0.563,
2018-01-24 04:00:00,0.5529999999999999,
2018-01-24 05:00:00,0.573,
2018-01-24 06:00:00,0.6779999999999999,
2018-01-24 07:00:00,0.9390000000000001,
2018-01-24 08:00:00,1.1640000000000001,
2018-01-24 09:00:00,1.2919999999999998,
2018-01-24 10:00:00,1.4069999999999998,
2018-01-24 11:00:00,1.4169999999999998,
2018-01-24 12:00:00,1.423,
2018-01-24 13:00:00,1.444,
2018-01-24 14:00:00,1.3840000000000001,
2018-01-24 15:00:00,1.325,
2018-01-24 16:00:00,1.3259999999999998,
2018-01-24 17:00:00,1.402,
2018-01-24 18:00:00,1.5490000000000002,
2018-01-24 19:00:00,1.6569999999999998,
2018-01-24 20:00:00,1.7009999999999998,
2018-01-24 21:00:00,1.6580000000000001,
2018-01-24 22:00:00,1.4509999999999998,
2018-01-24 23:00:00,1.17,
2018-01-25 00:00:00,0.872,
2018-01-25 01:00:00,0.684,
2018-01-25 02:00:00,0.601,
2018-01-25 03:00:00,0.562,
2018-01-25 04:00:00,0.552,
2018-01-25 05:00:00,0.5720000000000001,
2018-01-25 06:00:00,0.677,
2018-01-25 07:00:00,0.938,
2018-01-25 08:00:00,1.163,
2018-01-25 09:00:00,1.291,
2018-01-25 10:00:00,1.406,
2018-01-25 11:00:00,1.416,
2018-01-25 12:00:00,1.421,
2018-01-25 13:00:00,1.443,
2018-01-25 14:00:00,1.383,
2018-01-25 15:00:00,1.324,
2018-01-25 16:00:00,1.325,
2018-01-25 17:00:00,1.401,
2018-01-25 18:00:00,1.547,
2018-01-25 19:00:00,1.655,
2018-01-25 20:00:00,1.7,
2018-01-25 21:00:00,1.6569999999999998,
2018-01-25 22:00:00,1.45,
2018-01-25 23:00:00,1.169,
2018-01-26 00:00:00,0.534,
2018-01-26 01:00:00,0.243,
2018-01-26 02:00:00,0.29600000000000004,
2018-01-26 03:00:00,0.28600000000000003,
2018-01-26 04:00:00,0.237,
2018-01-26 05:00:00,0.23199999999999998,
2018-01-26 06:00:00,1.59,
2018-01-26 07:00:00,1.09,
2018-01-26 08:00:00,0.24600000000000002,
2018-01-26 09:00:00,0.22899999999999998,
2018-01-26 10:00:00,0.309,
2018-01-26 11:00:00,1.05,
2018-01-26 12:00:00,0.43200000000000005,
2018-01-26 13:00:00,0.413,
2018-01-26 14:00:00,0.509,
2018-01-26 15:00:00,0.621,
2018-01-26 16:00:00,1.4040000000000001,
2018-01-26 17:00:00,0.588,
2018-01-26 18:00:00,0.23800000000000002,
2018-01-26 19:00:00,0.337,
2018-01-26 20:00:00,1.328,
2018-01-26 21:00:00,2.015,
2018-01-26 22:00:00,2.526,
2018-01-26 23:00:00,2.642,
2018-01-27 00:00:00,1.675,
2018-01-27 01:00:00,0.249,
2018-01-27 02:00:00,0.24100000000000002,
2018-01-27 03:00:00,0.276,
2018-01-27 04:00:00,0.26,
2018-01-27 05:00:00,0.23199999999999998,
2018-01-27 06:00:00,0.6940000000000001,
2018-01-27 07:00:00,2.448,
2018-01-27 08:00:00,1.716,
2018-01-27 09:00:00,1.403,
2018-01-27 10:00:00,0.099,
2018-01-27 11:00:00,0.1,
2018-01-27 12:00:00,0.152,
2018-01-27 13:00:00,0.11199999999999999,
2018-01-27 14:00:00,0.098,
2018-01-27 15:00:00,0.096,
2018-01-27 16:00:00,0.131,
2018-01-27 17:00:00,0.318,
2018-01-27 18:00:00,0.09699999999999999,
2018-01-27 19:00:00,0.09699999999999999,
2018-01-27 20:00:00,0.25,
2018-01-27 21:00:00,0.20600000000000002,
2018-01-27 22:00:00,0.106,
2018-01-27 23:00:00,0.426,
2018-01-28 00:00:00,1.913,
2018-01-28 01:00:00,1.26,
2018-01-28 02:00:00,0.25,
2018-01-28 03:00:00,0.226,
2018-01-28 04:00:00,0.22399999999999998,
2018-01-28 05:00:00,0.263,
2018-01-28 06:00:00,0.298,
2018-01-28 07:00:00,0.11599999999999999,
2018-01-28 08:00:00,0.098,
2018-01-28 09:00:00,0.184,
2018-01-28 10:00:00,0.456,
2018-01-28 11:00:00,0.909,
2018-01-28 12:00:00,1.072,
2018-01-28 13:00:00,0.485,
2018-01-28 14:00:00,0.31,
2018-01-28 15:00:00,0.9890000000000001,
2018-01-28 16:00:00,1.319,
2018-01-28 17:00:00,0.34299999999999997,
2018-01-28 18:00:00,0.305,
2018-01-28 19:00:00,0.634,
2018-01-28 20:00:00,2.391,
2018-01-28 21:00:00,1.92,
2018-01-28 22:00:00,0.932,
2018-01-28 23:00:00,0.389,
2018-01-29 00:00:00,0.244,
2018-01-29 01:00:00,0.26899999999999996,
2018-01-29 02:00:00,0.28800000000000003,
2018-01-29 03:00:00,0.23399999999999999,
2018-01-29 04:00:00,0.23600000000000002,
2018-01-29 05:00:00,0.414,
2018-01-29 06:00:00,1.249,
2018-01-29 07:00:00,0.675,
2018-01-29 08:00:00,0.8079999999999999,
2018-01-29 09:00:00,0.151,
2018-01-29 10:00:00,0.114,
2018-01-29 11:00:00,0.098,
2018-01-29 12:00:00,0.111,
2018-01-29 13:00:00,0.145,
2018-01-29 14:00:00,0.106,
2018-01-29 15:00:00,1.49,
2018-01-29 16:00:00,1.954,
2018-01-29 17:00:00,1.55,
2018-01-29 18:00:00,1.604,
2018-01-29 19:00:00,0.7290000000000001,
2018-01-29 20:00:00,0.495,
2018-01-29 21:00:00,0.767,
2018-01-29 22:00:00,0.99,
2018-01-29 23:00:00,1.073,
2018-01-30 00:00:00,2.161,
2018-01-30 01:00:00,1.3030000000000002,
2018-01-30 02:00:00,0.375,
2018-01-30 03:00:00,0.349,
2018-01-30 04:00:00,0.264,
2018-01-30 05:00:00,0.235,
2018-01-30 06:00:00,1.636,
2018-01-30 07:00:00,1.334,
2018-01-30 08:00:00,0.335,
2018-01-30 09:00:00,0.355,
2018-01-30 10:00:00,0.365,
2018-01-30 11:00:00,0.6779999999999999,
2018-01-30 12:00:00,0.8859999999999999,
2018-01-30 13:00:00,0.409,
2018-01-30 14:00:00,0.506,
2018-01-30 15:00:00,1.848,
2018-01-30 16:00:00,1.9409999999999998,
2018-01-30 17:00:00,0.845,
2018-01-30 18:00:00,1.111,
2018-01-30 19:00:00,0.583,
2018-01-30 20:00:00,1.014,
2018-01-30 21:00:00,1.006,
2018-01-30 22:00:00,0.978,
2018-01-30 23:00:00,1.9409999999999998,
2018-01-31 00:00:00,0.48200000000000004,
2018-01-31 01:00:00,0.37200000000000005,
2018-01-31 02:00:00,0.37,
2018-01-31 03:00:00,0.419,
2018-01-31 04:00:00,0.369,
2018-01-31 05:00:00,0.23600000000000002,
2018-01-31 06:00:00,1.244,
2018-01-31 07:00:00,0.374,
2018-01-31 08:00:00,2.281,
2018-01-31 09:00:00,0.89,
2018-01-31 10:00:00,0.258,
2018-01-31 11:00:00,0.28600000000000003,
2018-01-31 12:00:00,0.63,
2018-01-31 13:00:00,2.5810000000000004,
2018-01-31 14:00:00,1.8419999999999999,
2018-01-31 15:00:00,0.723,
2018-01-31 16:00:00,1.213,
2018-01-31 17:00:00,2.269,
2018-01-31 18:00:00,1.0759999999999998,
2018-01-31 19:00:00,0.601,
2018-01-31 20:00:00,1.05,
2018-01-31 21:00:00,1.194,
2018-01-31 22:00:00,1.871,
2018-01-31 23:00:00,0.835,
